doc_id,title,chunk_id,text
MA009,MA Insurance Complaint Process,MA009_C004," explain the reason for not paying your claim? Your completed complaint form gives us authorization to review your concerns and provides the information necessary to pursue our investigation. In order to process your complaint, we also need the following information from you: Name of the insurance companies and agents involved Your Member ID, policy and/or claim numbers A signed and notarized Power of Attorney (POA) if you are ﬁling on behalf of a family member. Please be sure to send us all relevant information when you submit your complaint. If you need to send additional documents please email the information to csscomplaints@mass.gov and note that you ﬁled a complaint and are providing additional documentation. Please be aware that Consumer Service will send a copy of your complaint and any related materials to any company, agent or licensee involved in this matter. Please do not sen"
MA009,MA Insurance Complaint Process,MA009_C005,"umer Service will send a copy of your complaint and any related materials to any company, agent or licensee involved in this matter. Please do not send us any medical records. What happens after you submit your complaint? All complaints are reviewed upon receipt to ensure that they are within the jurisdiction of the DOI. If jurisdiction is identiﬁed, within two weeks of ﬁling, you (the complainant) will receive a written acknowledgement of the complaint or an email or letter indicating that the complaint was incomplete and requesting any required, missing information or documents. The respondent (the insurance company or agent you ﬁled a complaint about) receives written notiﬁcation that a complaint has been ﬁled along with a copy of your complaint and the supporting documentation. The respondent has 30 days to provide a written response to the complaint. The complaint is then assigned t"
MA009,MA Insurance Complaint Process,MA009_C006,"omplaint and the supporting documentation. The respondent has 30 days to provide a written response to the complaint. The complaint is then assigned to a CSU examiner for review. Due to the volume of complaints received by CSU, complaints are handled in the order that they are received. If your complaint is not within the Division of Insurance’s jurisdiction, we will help you identify the appropriate agency to review your concerns. If your issue does not involve an insurance policy sold in Massachusetts or an accident occurring in Massachusetts, please contact the appropriate state's department of insurance. Find out of state insurance department contact information. If your complaint involves a workers' compensation claim, please contact the Division of Industrial Accidents. If your complaint is regarding your health insurance, you should be aware that some health plans are self-funded "
MA009,MA Insurance Complaint Process,MA009_C007,"he Division of Industrial Accidents. If your complaint is regarding your health insurance, you should be aware that some health plans are self-funded (aka self-insured) plans and are regulated by the federal government, not the Division of Insurance. The beneﬁts coordinator at your place of employment can tell you what kind of health plan you are in and direct you to the appropriate source of help. The Mass DOI also does not have authority over Medicare plans, MassHealth (Medicaid) plans, or the Group Insurance Commission (GIC). If your complaint concerns a medical necessity denial, you should ﬁle a complaint with the Oﬃce of Patient Protection. DOI Insurance Complaint Form (English, PDF 345.69 KB) RELATED Massachusetts Health Connector MassHealth (Medicaid) plans Motor Vehicle Damage Appraisers The Board of Appeal What you need How to ﬁle Online + Click to ﬁle a complaint. By mail + Mor"
MA009,MA Insurance Complaint Process,MA009_C008,sHealth (Medicaid) plans Motor Vehicle Damage Appraisers The Board of Appeal What you need How to ﬁle Online + Click to ﬁle a complaint. By mail + More info Downloads Contact Division of Insurance Consumer Service Unit + CONTACTS RELATED Yes No Executive Oﬃce of Economic Development Oﬃce of Consumer Aﬀairs and Business Regulation Division of Insurance What you need How to ﬁle More info Downloads Contact Feedback Menu State OrganizationsSelect Language
MA009,MA Insurance Complaint Process,MA009_C009,rs and Business Regulation Division of Insurance What you need How to ﬁle More info Downloads Contact Feedback Menu State OrganizationsSelect Language
MA010,MA Division of Insurance Overview,MA010_C000,"Did you ﬁnd what you were looking for on this webpage? An oﬃcial website of the Commonwealth of Massachusetts Here's how you know Division of Insurance (DOI) Help Us Improve Mass.gov All Topics Site Policies Public Records Requests © 2026 Commonwealth of Massachusetts. Mass.gov® is a registered service mark of the Commonwealth of Massachusetts. Mass.gov Privacy Policy Mass.gov Search Mass.gov SEARCH The primary mission of the Division of Insurance (DOI) is to monitor the solvency of its licensees in order to promote a healthy, responsive and willing marketplace for consumers who purchase insurance products. Protection of consumer interests is of prime importance to the Division and is safeguarded by providing accurate and unbiased information so consumers may make informed decisions and by intervening on behalf of consumers who believe they have been victimized by unfair business practic"
MA010,MA Division of Insurance Overview,MA010_C001,"on so consumers may make informed decisions and by intervening on behalf of consumers who believe they have been victimized by unfair business practices. Contact Us Online How To Contact The Division Of Insurance Phone Main (617) 521-7794 Open Monday to Friday 8:45 am-5:00 pm. Toll Free (877) 563-4467 Open Monday to Friday 8:45 am-5:00 pm. Address One Federal Street Suite 700 Boston, MA 02110-2012 Directions Who we serve Commissioner Michael T. Caljouw leads the Massachusetts Division of Insurance (DOI) in regulating the Massachusetts market, safeguarding consumer interests, and administering the Commonwealth's laws and regulations pertaining to the insurance market. The DOI monitors ﬁnancial solvency, licenses insurance companies and producers, reviews and approves rates and forms, addresses consumer complaints and coordinates the takeover and liquidation of insolvent insurance companie"
MA010,MA Division of Insurance Overview,MA010_C002,"cers, reviews and approves rates and forms, addresses consumer complaints and coordinates the takeover and liquidation of insolvent insurance companies and the rehabilitation of ﬁnancially troubled companies. Learn more about the DOI Departments What would you like to do? DOI Public Records Request Insurance Legal and Regulatory Information Other Regulated Entities Applications and Licensing Division of Insurance Reports and Data Motor Vehicle Damage Appraisers The Board of Appeal Recent news & announcements NEWS New Year, New Insurance Needs 1/07/2026 Division of Insurance NEWS Division of Insurance Public Hearing Decisions 12/22/2025 Division of Insurance NEWS Division of Insurance Celebrates Dineen Award Winner 12/11/2025 Division of Insurance NEWS Division of Insurance Notice of Public Hearings 12/08/2025 Division of Insurance NEWS Division of Insurance Public Hearings Schedule 12/08"
MA010,MA Division of Insurance Overview,MA010_C003,urance NEWS Division of Insurance Notice of Public Hearings 12/08/2025 Division of Insurance NEWS Division of Insurance Public Hearings Schedule 12/08/2025 Division of Insurance NEWS ADALB Notice of Meeting and Agenda 12/05/2025 Division of Insurance See all news and announcements Upcoming Events Jan 14 Division of Insurance Information Session on Provider Directories 1 p.m. - 2 p.m. Jan 20 Division of Insurance Information Session on Choosing PACT Act Pharmaceuticals with $0/$25 Copays 1 p.m. - 2 p.m. Jan 28 Division of Insurance Information Session on Individual Health Care Practitioner Contracts with Payors 1 p.m. - 2 p.m. Feb 03 Division of Insurance Information Session on Behavioral Health Intermediate Care 1 p.m. - 2 p.m. Feb 11 Division of Insurance Information Session on Behavioral Health for Children and Adolescents 1 p.m. - 2 p.m. Feb 17 Division of Insurance Information Sessio
MA010,MA Division of Insurance Overview,MA010_C004,ion of Insurance Information Session on Behavioral Health for Children and Adolescents 1 p.m. - 2 p.m. Feb 17 Division of Insurance Information Session on Claims Payment Processes 1 p.m. - 2 p.m. Feb 25 Division of Insurance Information Session on Provider Managed Care Processes 1 p.m. - 2 p.m. See all events Related organizations Oﬃce of Consumer Aﬀairs and Business Regulation Executive Oﬃce of Economic Development Division of Insurance information DOI Public Records Request Yes No Executive Oﬃce of Economic Development Oﬃce of Consumer Aﬀairs and Business Regulation Filing An Insurance Complaint Consumer Resources Individual and Business Entity Licensing Insurance Companies Consumer Insurance and Disaster Information Contact us Who we serve I want to… News Events Feedback Menu State OrganizationsSelect Language
MA010,MA Division of Insurance Overview,MA010_C005, Companies Consumer Insurance and Disaster Information Contact us Who we serve I want to… News Events Feedback Menu State OrganizationsSelect Language
